NOMBRE_LEY;AÑO;TIPO_LEY;TITULO_LEY
Ley 26/2013;2013;Ley ;Ley 26/2013, de 27 de diciembre, de cajas de ahorros y fundaciones bancarias. (BOE, núm. 311, de 28 de diciembre  de 2013
Ley 27/2013;2013;Ley ;Ley 27/2013, de 27 de diciembre, de racionalización y sostenibilidad de la Administración Local. (BOE, núm. 312, de 30 de diciembre  de 2013
Real Decreto-ley 1/2013;2013;Real Decreto-ley;Real Decreto-ley 1/2013, de 25 de enero, por el que se prorroga el programa de recualificación profesional de las personas que agoten su protección por desempleo y se adoptan otras medidas urgentes para el empleo y la protección social de las personas desempleadas. (BOE, núm. 23, de 26 de enero      de 2013
Real Decreto-ley 2/2013;2013;Real Decreto-ley;Real Decreto-ley 2/2013, de 1 de febrero, de medidas urgentes en el sistema eléctrico y en el sector financiero. (BOE, núm. 29, de 02 de febrero    de 2013
Real Decreto-ley 3/2013;2013;Real Decreto-ley;Real Decreto-ley 3/2013, de 22 de febrero, por el que se modifica el régimen de las tasas en el ámbito de la Administración de Justicia y el sistema de asistencia jurídica gratuita. (BOE, núm. 47, de 23 de febrero    de 2013
Real Decreto-ley 4/2013;2013;Real Decreto-ley;Real Decreto-ley 4/2013, de 22 de febrero, de medidas de apoyo al emprendedor y de estímulo del crecimiento y de la creación de empleo. (BOE, núm. 47, de 23 de febrero    de 2013
Real Decreto-ley 5/2013;2013;Real Decreto-ley;Real Decreto-ley 5/2013, de 15 de marzo, de medidas para favorecer la continuidad de la vida laboral de los trabajadores de mayor edad y promover el envejecimiento activo. (BOE, núm. 65, de 16 de marzo      de 2013
Real Decreto-ley 6/2013;2013;Real Decreto-ley;Real Decreto-ley 6/2013, de 22 de marzo, de protección a los titulares de determinados productos de ahorro e inversión y otras medidas de carácter financiero. (BOE, núm. 71, de 23 de marzo      de 2013
Real Decreto-ley 7/2013;2013;Real Decreto-ley;Real Decreto-ley 7/2013, de 28 de junio, de medidas urgentes de naturaleza tributaria, presupuestaria y de fomento de la investigación, el desarrollo y la innovación. (BOE, núm. 155, de 29 de junio      de 2013
Real Decreto-ley 8/2013;2013;Real Decreto-ley;Real Decreto-ley 8/2013, de 28 de junio, de medidas urgentes contra la morosidad de las administraciones públicas y de apoyo a entidades locales con problemas financieros. (BOE, núm. 155, de 29 de junio      de 2013
Real Decreto-ley 9/2013;2013;Real Decreto-ley;Real Decreto-ley 9/2013, de 12 de julio, por el que se adoptan medidas urgentes para garantizar la estabilidad financiera del sistema eléctrico. (BOE, núm. 167, de 13 de julio      de 2013
Real Decreto-ley 10/2013;2013;Real Decreto-ley ;Real Decreto-ley 10/2013, de 26 de julio, por el que se conceden créditos extraordinarios en los presupuestos de los Ministerios de Industria, Energía y Turismo y de Defensa y suplementos de crédito para atender obligaciones del Servicio Público de Empleo Estatal. (BOE, núm. 179, de 27 de julio      de 2013
Real Decreto-ley 11/2013;2013;Real Decreto-ley ;Real Decreto-ley 11/2013, de 2 de agosto, para la protección de los trabajadores a tiempo parcial y otras medidas urgentes en el orden económico y social. (BOE, núm. 185, de 03 de agosto     de 2013
Real Decreto-ley 12/2013;2013;Real Decreto-ley ;Real Decreto-ley 12/2013, de 18 de octubre, por el que se conceden suplementos de crédito por importe de 70.000.000 de euros en el presupuesto del Ministerio de Economía y Competitividad para atender necesidades de financiación de la Agencia Estatal Consejo Superior de Investigaciones Científicas. (BOE, núm. 251, de 19 de octubre    de 2013
Real Decreto-ley 13/2013;2013;Real Decreto-ley ;Real Decreto-ley 13/2013, de 25 de octubre, por el que se conceden créditos extraordinarios por importe total de 17.421.238.125 de euros, para la concesión de un préstamo al Fondo para la Financiación de los Pagos a Proveedores, para financiar al Servicio Público de Empleo Estatal la aportación al IV Plan Integral de Empleo en Canarias, para dotar la participación de España en la Facilidad Financiera Internacional para la Inmunización y para la cuarta convocatoria de ayudas al Programa de Incentivos al Vehículo Eficiente (PIVE 4
Real Decreto-ley 14/2013;2013;Real Decreto-ley ;Real Decreto-ley 14/2013, de 29 de noviembre, de medidas urgentes para la adaptación del derecho español a la normativa de la Unión Europea en materia de supervisión y solvencia de entidades financieras. (BOE, núm. 287, de 30 de noviembre  de 2013
Real Decreto-ley 15/2013;2013;Real Decreto-ley ;Real Decreto-ley 15/2013, de 13 de diciembre, sobre reestructuración de la entidad pública empresarial "Administrador de Infraestructuras Ferroviarias" (ADIF) y otras medidas urgentes en el orden económico. (BOE, núm. 299, de 14 de diciembre  de 2013
Real Decreto-ley 16/2013;2013;Real Decreto-ley ;Real Decreto-ley 16/2013, de 20 de diciembre, de medidas para favorecer la contratación estable y mejorar la empleabilidad de los trabajadores. (BOE, núm. 305, de 21 de diciembre  de 2013
Real Decreto-ley 17/2013;2013;Real Decreto-ley ;Real Decreto-ley 17/2013, de 27 de diciembre, por el que se determina el precio de la energía eléctrica en los contratos sujetos al precio voluntario para el pequeño consumidor en el primer trimestre de 2014. (BOE, núm. 311, de 28 de diciembre  de 2013
Real Decreto Legislativo 1/2013;2013;Real Decreto Legislativo;Real Decreto Legislativo 1/2013, de 29 de noviembre, por el que se aprueba el Texto Refundido de la Ley General de derechos de las personas con discapacidad y de su inclusión social. (BOE, núm. 289, de 03 de diciembre  de 2013
Ley Orgánica 1/2012;2012;Ley Orgánica;Ley Orgánica 1/2012, de 3 de abril, por la que se excluye del ámbito de aplicación de la disposición adicional de la Ley Orgánica 3/2006, de 26 de mayo, de reforma de la Ley Orgánica 5/2001, de 13 de diciembre, complementaria de la Ley General de Estabilidad Presupuestaria, a determinados mecanismos de financiación. (BOE, núm. 81, de 04 de abril      de 2012
Ley Orgánica 2/2012;2012;Ley Orgánica;Ley Orgánica 2/2012, de 27 de abril, de Estabilidad Presupuestaria y Sostenibilidad Financiera. (BOE, núm. 103, de 30 de abril      de 2012
Ley Orgánica 3/2012;2012;Ley Orgánica;Ley Orgánica 3/2012, de 25 de julio, por la que se autoriza la ratificación por España del Tratado de Estabilidad, Coordinación y Gobernanza en la Unión Económica y Monetaria entre el Reino de Bélgica, la República de Bulgaria, el Reino de Dinamarca, la República Federal de Alemania, la República de Estonia, Irlanda, la República Helénica, el Reino de España, la República Francesa, la República Italiana, la República de Chipre, la República de Letonia, la República de Lituania, el Gran Ducado de Luxemburgo, Hungría, Malta, el Reino de los Países Bajos, la República de Austria, la República de Polonia, la República Portuguesa, Rumanía, la República de Eslovenia, la República Eslovaca, la República de Finlandia y el Reino de Suecia, firmado en Bruselas el 2 de marzo de 2012. (BOE, núm. 178, de 26 de julio      de 2012
Ley Orgánica 4/2012;2012;Ley Orgánica;Ley Orgánica 4/2012, de 28 de septiembre, por la que se modifica la Ley Orgánica 2/2012, de 27 de abril, de Estabilidad Presupuestaria y Sostenibilidad Financiera. (BOE, núm. 235, de 29 de septiembre de 2012
Ley Orgánica 5/2012;2012;Ley Orgánica;Ley Orgánica 5/2012, de 22 de octubre, de reforma de la Ley Orgánica 8/2007, de 4 de julio, sobre financiación de los partidos políticos. (BOE, núm. 255, de 23 de octubre    de 2012
Ley Orgánica 6/2012;2012;Ley Orgánica;Ley Orgánica 6/2012, de 30 de octubre, por la que se autoriza la ratificación por España del Tratado de Adhesión a la Unión Europea de la República de Croacia. (BOE, núm. 262, de 31 de octubre    de 2012
Ley Orgánica 7/2012;2012;Ley Orgánica;Ley Orgánica 7/2012, de 27 de diciembre, por la que se modifica la Ley Orgánica 10/1995, de 23 de noviembre, del Código Penal en materia de transparencia y lucha contra el fraude fiscal y en la Seguridad Social (BOE, núm. 312, de 28 de diciembre  de 2012
Ley Orgánica 8/2012;2012;Ley Orgánica;Ley Orgánica 8/2012, de 27 de diciembre, de medidas de eficiencia presupuestaria en la Administración de Justicia, por la que se modifica la Ley Orgánica 6/1985, de 1 de julio, del Poder Judicial. (BOE, núm. 312, de 28 de diciembre  de 2012
Ley 1/2012;2012;Ley;Ley 1/2012, de 22 de junio, de simplificación de las obligaciones de información y documentación de fusiones y escisiones de sociedades de capital. (BOE, núm. 150, de 23 de junio      de 2012
Ley 2/2012;2012;Ley;Ley 2/2012, de 29 de junio, de Presupuestos Generales del Estado para el año 2012. (BOE, núm. 156, de 30 de junio      de 2012
Ley 3/2012;2012;Ley;Ley 3/2012, de 6 de julio, de medidas urgentes para la reforma del mercado laboral. (BOE, núm. 162, de 07 de julio      de 2012
Ley 4/2012;2012;Ley;Ley 4/2012, de 6 de julio, de contratos de aprovechamiento por turno de bienes de uso turístico, de adquisición de productos vacacionales de larga duración, de reventa y de intercambio y normas tributarias. (BOE, núm. 162, de 07 de julio      de 2012
Ley 5/2012;2012;Ley;Ley 5/2012, de 6 de julio, de mediación en asuntos civiles y mercantiles. (BOE, núm. 162, de 07 de julio      de 2012
Ley 6/2012;2012;Ley;Ley 6/2012, de 1 de agosto, de modificación de la Ley 7/2010, de 31 de marzo, General de la Comunicación Audiovisual, para flexibilizar los modos de gestión de los servicios públicos de comunicación audiovisual autonómicos. (BOE, núm. 184, de 02 de agosto     de 2012
Ley 7/2012;2012;Ley;Ley 7/2012, de 29 de octubre, de modificación de la normativa tributaria y presupuestaria y de adecuación de la normativa financiera para la intensificación de las actuaciones en la prevención y lucha contra el fraude. (BOE, núm. 261, de 30 de octubre    de 2012
Ley 8/2012;2012;Ley;Ley 8/2012, de 30 de octubre, sobre saneamiento y venta de los activos inmobiliarios del sector financiero. (BOE, núm. 262, de 31 de octubre    de 2012
Ley 9/2012;2012;Ley;Ley 9/2012, de 14 de noviembre, de reestructuración y resolución de entidades de crédito. (BOE, núm. 275, de 15 de noviembre  de 2012
Ley 10/2012;2012;Ley ;Ley 10/2012, de 20 de noviembre, por la que se regulan determinadas tasas en el ámbito de la Administración de Justicia y del Instituto Nacional de Toxicología y Ciencias Forenses. (BOE, núm. 280, de 21 de noviembre  de 2012
Ley 11/2012;2012;Ley ;Ley 11/2012, de 19 de diciembre, de medidas urgentes en materia de medio ambiente. (BOE, núm. 305, de 20 de diciembre  de 2012
Ley 12/2012;2012;Ley ;Ley 12/2012, de 26 de diciembre, de medidas urgentes de liberalización del comercio y de determinados servicios. (BOE, núm. 311, de 27 de diciembre  de 2012
Ley 13/2012;2012;Ley ;Ley 13/2012, de 26 de diciembre, de lucha contra el empleo irregular y el fraude a la Seguridad Social. (BOE, núm. 311, de 27 de diciembre  de 2012
Ley 14/2012;2012;Ley ;Ley 14/2012, de 26 de diciembre, por la que se aprueban medidas urgentes para paliar los daños producidos por los incendios forestales y otras catástrofes naturales ocurridos en varias Comunidades Autónomas. (BOE, núm. 311, de 27 de diciembre  de 2012
Ley 15/2012;2012;Ley ;Ley 15/2012, de 27 de diciembre, de medidas fiscales para la sostenibilidad energética. (BOE, núm. 312, de 28 de diciembre  de 2012
Ley 16/2012;2012;Ley ;Ley 16/2012, de 27 de diciembre, por la que se adoptan diversas medidas tributarias dirigidas a la consolidación de las finanzas públicas y al impulso de la actividad económica (BOE, núm. 312, de 28 de diciembre  de 2012
Ley 17/2012;2012;Ley ;Ley 17/2012, de 27 de diciembre, de Presupuestos Generales del Estado para el año 2013 (BOE, núm. 312, de 28 de diciembre  de 2012
Real Decreto-ley 1/2012;2012;Real Decreto-ley;Real Decreto-ley 1/2012, de 27 de enero, por el que se procede a la suspensión de los procedimientos de preasignación de retribución y a la supresión de los incentivos económicos para nuevas instalaciones de producción de energía eléctrica a partir de cogeneración, fuentes de energía renovables y residuos (BOE, núm. 24, de 28 de enero      de 2012
Real Decreto-ley 2/2012;2012;Real Decreto-ley;Real Decreto-ley 2/2012, de 3 de febrero, de saneamiento del sector financiero. (BOE, núm. 30, de 04 de febrero    de 2012
Real Decreto-ley 3/2012;2012;Real Decreto-ley;Real Decreto-ley 3/2012, de 10 de febrero, de medidas urgentes para la reforma del mercado laboral. (BOE, núm. 36, de 11 de febrero    de 2012
Real Decreto-ley 4/2012;2012;Real Decreto-ley;Real Decreto-ley 4/2012, de 24 de febrero, por el que se determinan obligaciones de información y procedimientos necesarios para establecer un mecanismo de financiación para el pago a los proveedores de las entidades locales. (BOE, núm. 48, de 25 de febrero    de 2012
Real Decreto-ley 5/2012;2012;Real Decreto-ley;Real Decreto-ley 5/2012, de 5 de marzo, de mediación en asuntos civiles y mercantiles. (BOE, núm. 56, de 06 de marzo      de 2012
Real Decreto-ley 6/2012;2012;Real Decreto-ley;Real Decreto-ley 6/2012, de 9 de marzo, de medidas urgentes de protección de deudores hipotecarios sin recursos. (BOE, núm. 60, de 10 de marzo      de 2012
Real Decreto-ley 7/2012;2012;Real Decreto-ley;Real Decreto-ley 7/2012, de 9 de marzo, por el que se crea el Fondo para la financiación de los pagos a proveedores. (BOE, núm. 60, de 10 de marzo      de 2012
Real Decreto-ley 8/2012;2012;Real Decreto-ley;Real Decreto-ley 8/2012, de 16 de marzo, de contratos de aprovechamiento por turno de bienes de uso turístico, de adquisición de productos vacacionales de larga duración, de reventa y de intercambio. (BOE, núm. 66, de 17 de marzo      de 2012
Real Decreto-ley 9/2012;2012;Real Decreto-ley;Real Decreto-ley 9/2012, de 16 de marzo, de simplificación de las obligaciones de información y documentación de fusiones y escisiones de sociedades de capital. (BOE, núm. 66, de 17 de marzo      de 2012
Real Decreto-ley 10/2012;2012;Real Decreto-ley ;Real Decreto-ley 10/2012, de 23 de marzo, por el que se modifican determinadas normas financieras en relación con las facultades de las Autoridades Europeas de Supervisión. (BOE, núm. 72, de 24 de marzo      de 2012
Real Decreto-ley 11/2012;2012;Real Decreto-ley ;Real Decreto-ley 11/2012, de 30 de marzo, de medidas para agilizar el pago de las ayudas a los damnificados por el terremoto, reconstruir los inmuebles demolidos e impulsar la actividad económica de Lorca. (BOE, núm. 78, de 31 de marzo      de 2012
Real Decreto-ley 12/2012;2012;Real Decreto-ley ;Real Decreto-ley 12/2012, de 30 de marzo, por el que se introducen diversas medidas tributarias y administrativas dirigidas a la reducción del déficit público. (BOE, núm. 78, de 31 de marzo      de 2012
Real Decreto-ley 13/2012;2012;Real Decreto-ley ;Real Decreto-ley 13/2012, de 30 de marzo, por el que se transponen directivas en materia de mercados interiores de electricidad y gas y en materia de comunicaciones electrónicas, y por el que se adoptan medidas para la corrección de las desviaciones por desajustes entre los costes e ingresos de los sectores eléctrico y gasista. (BOE, núm. 78, de 31 de marzo      de 2012
Real Decreto-ley 14/2012;2012;Real Decreto-ley ;Real Decreto-ley 14/2012, de 20 de abril, de medidas urgentes de racionalización del gasto público en el ámbito educativo. (BOE, núm. 96, de 21 de abril      de 2012
Real Decreto-ley 15/2012;2012;Real Decreto-ley ;Real Decreto-ley 15/2012, de 20 de abril, de modificación del régimen de administración de la Corporación RTVE, previsto en la Ley 17/2006, de 5 de junio. (BOE, núm. 96, de 21 de abril      de 2012
Real Decreto-ley 16/2012;2012;Real Decreto-ley ;Real Decreto-ley 16/2012, de 20 de abril, de medidas urgentes para garantizar la sostenibilidad del Sistema Nacional de Salud y mejorar la calidad y seguridad de sus prestaciones. (BOE, núm. 98, de 24 de abril      de 2012
Real Decreto-ley 17/2012;2012;Real Decreto-ley ;Real Decreto-ley 17/2012, de 4 de mayo, de medidas urgentes en materia de medio ambiente. (BOE, núm. 108, de 05 de mayo       de 2012
Real Decreto-ley 18/2012;2012;Real Decreto-ley ;Real Decreto-ley 18/2012, de 11 de mayo, sobre saneamiento y venta de los activos inmobiliarios del sector financiero (BOE, núm. 114, de 12 de mayo       de 2012
Real Decreto-ley 19/2012;2012;Real Decreto-ley ;Real Decreto-ley 19/2012, de 25 de mayo, de medidas urgentes de liberalización del comercio y de determinados servicios. (BOE, núm. 126, de 26 de mayo       de 2012
Real Decreto-ley 20/2012;2012;Real Decreto-ley ;Real Decreto-ley 20/2012, de 13 de julio, de medidas para garantizar la estabilidad presupuestaria y de fomento de la competitividad (BOE, núm. 168, de 14 de julio      de 2012
Real Decreto-ley 21/2012;2012;Real Decreto-ley ;Real Decreto-ley 21/2012, de 13 de julio, de medidas de liquidez de las Administraciones públicas y en el ámbito financiero (BOE, núm. 168, de 14 de julio      de 2012
Real Decreto-ley 22/2012;2012;Real Decreto-ley ;Real Decreto-ley 22/2012, de 20 de julio, por el que se adoptan medidas en materia de infraestructuras y servicios ferroviarios (BOE, núm. 174, de 23 de julio      de 2012
Real Decreto-ley 23/2012;2012;Real Decreto-ley ;Real Decreto-ley 23/2012, de 24 de agosto, por el que se prorroga el programa de recualificación profesional de las personas que agoten su protección por desempleo. (BOE, núm. 204, de 25 de agosto     de 2012
Real Decreto-ley 24/2012;2012;Real Decreto-ley ;Real Decreto-ley 24/2012, de 31 de agosto, de reestructuración y resolución de entidades de crédito. (BOE, núm. 210, de 31 de agosto     de 2012
Real Decreto-ley 25/2012;2012;Real Decreto-ley ;Real Decreto-ley 25/2012, de 7 de septiembre, por el que se aprueban medidas urgentes para paliar los daños producidos por los incendios forestales y otras catástrofes naturales ocurridos en varias comunidades autónomas. (BOE, núm. 217, de 08 de septiembre de 2012
Real Decreto-ley 26/2012;2012;Real Decreto-ley ;Real Decreto-ley 26/2012, de 7 de septiembre, por el que se concede un crédito extraordinario en el presupuesto del Ministerio de Defensa para atender al pago de obligaciones correspondientes a programas especiales de armamento por entregas ya realizadas. (BOE, núm. 217, de 08 de septiembre de 2012
Real Decreto-ley 27/2012;2012;Real Decreto-ley ;Real Decreto-ley 27/2012, de 15 de noviembre, de medidas urgentes para reforzar la protección a los deudores hipotecarios. (BOE, núm. 276, de 16 de noviembre  de 2012
Real Decreto-ley 28/2012;2012;Real Decreto-ley ;Real Decreto-ley 28/2012, de 30 de noviembre, de medidas de consolidación y garantía del sistema de la Seguridad Social. (BOE, núm. 289, de 01 de diciembre  de 2012
Real Decreto-ley 29/2012;2012;Real Decreto-ley ;Real Decreto-ley 29/2012, de 28 de diciembre, de mejora de gestión y protección social en el Sistema Especial para Empleados de Hogar y otras medidas de carácter económico y social (BOE, núm. 314, de 31 de diciembre  de 2012
Ley Orgánica 1/2011;2011;Ley Orgánica;Ley Orgánica 1/2011, de 28 de enero, de reforma del Estatuto de Autonomía de la Comunidad Autónoma de Extremadura. (BOE, núm. 25, de 29 de enero      de 2011
Ley Orgánica 2/2011;2011;Ley Orgánica;Ley Orgánica 2/2011, de 28 de enero, por la que se modifica la Ley Orgánica 5/1985, de 19 de junio, del Régimen Electoral General. (BOE, núm. 25, de 29 de enero      de 2011
Ley Orgánica 3/2011;2011;Ley Orgánica;Ley Orgánica 3/2011, de 28 de enero, por la que se modifica la Ley Orgánica 5/1985, de 19 de junio, del Régimen Electoral General. (BOE, núm. 25, de 29 de enero      de 2011
Ley Orgánica 4/2011;2011;Ley Orgánica;Ley Orgánica 4/2011, de 11 de marzo, complementaria de la Ley de Economía Sostenible, por la que se modifican las Leyes Orgánicas 5/2002, de 19 de junio, de las Cualificaciones y de la Formación Profesional, 2/2006, de 3 de mayo, de Educación, y 6/1985, de 1 de julio, del Poder Judicial. (BOE, núm. 61, de 12 de marzo      de 2011
Ley Orgánica 5/2011;2011;Ley Orgánica;Ley Orgánica 5/2011, de 20 de mayo, complementaria a la Ley 11/2011, de 20 de mayo, de reforma de la Ley 60/2003, de 23 de diciembre, de Arbitraje y de regulación del arbitraje institucional en la Administración General del Estado para la modificación de la Ley Orgánica 6/1985, de 1 de julio, del Poder Judicial. (BOE, núm. 121, de 21 de mayo       de 2011
Ley Orgánica 6/2011;2011;Ley Orgánica;Ley Orgánica 6/2011, de 30 de junio, por la que se modifica la Ley Orgánica 12/1995, de 12 de diciembre, de represión del contrabando (BOE, núm. 156, de 01 de julio      de 2011
Ley Orgánica 7/2011;2011;Ley Orgánica;Ley Orgánica 7/2011, de 15 de julio, de modificación del artículo 160 de la Ley Orgánica 5/1985, de 19 de junio, del Régimen Electoral General. (BOE, núm. 170, de 16 de julio      de 2011
Ley Orgánica 8/2011;2011;Ley Orgánica;Ley Orgánica 8/2011, de 21 de julio, complementaria de la Ley del Registro Civil, por la que se modifica la Ley Orgánica 6/1985, de 1 de julio, del Poder Judicial. (BOE, núm. 175, de 22 de julio      de 2011
Ley Orgánica 9/2011;2011;Ley Orgánica;Ley Orgánica 9/2011, de 27 de julio, de derechos y deberes de los miembros de las Fuerzas Armadas. (BOE, núm. 180, de 28 de julio      de 2011
Ley Orgánica 10/2011;2011;Ley Orgánica ;Ley Orgánica 10/2011, de 27 de julio, de modificación de los artículos 31 bis y 59 bis de la Ley Orgánica 4/2000, de 11 de enero, sobre derechos y libertades de los extranjeros en España y su integración social. (BOE, núm. 180, de 28 de julio      de 2011
Ley Orgánica 11/2011;2011;Ley Orgánica ;Ley Orgánica 11/2011, de 1 de agosto, para la aplicación a la Guardia Civil del artículo 13.1 de la Ley Orgánica 9/2011, de 27 de julio, de derechos y deberes de los miembros de las Fuerzas Armadas. (BOE, núm. 184, de 02 de agosto     de 2011
Ley Orgánica 12/2011;2011;Ley Orgánica ;Ley Orgánica 12/2011, de 22 de septiembre, de modificación de la Ley Orgánica 6/1985, de 1 de julio, del Poder Judicial. (BOE, núm. 229, de 23 de septiembre de 2011
Ley 1/2011;2011;Ley;Ley 1/2011, de 4 de marzo, por la que se establece el Programa Estatal de Seguridad Operacional para la Aviación Civil y se modifica la Ley 21/2003, de 7 de julio, de Seguridad Aérea. (BOE, núm. 55, de 05 de marzo      de 2011
Ley 2/2011;2011;Ley;Ley 2/2011, de 4 de marzo, de Economía Sostenible. (BOE, núm. 55, de 05 de marzo      de 2011
Ley 3/2011;2011;Ley;Ley 3/2011, de 4 de marzo, por la que se regula la Sociedad Cooperativa Europea con domicilio en España. (BOE, núm. 57, de 08 de marzo      de 2011
Ley 4/2011;2011;Ley;Ley 4/2011, de 24 de marzo, de modificación de la Ley 1/2000, de 7 de enero, de Enjuiciamiento Civil, para facilitar la aplicación en España de los procesos europeos monitorio y de escasa cuantía. (BOE, núm. 72, de 25 de marzo      de 2011
Ley 5/2011;2011;Ley;Ley 5/2011, de 29 de marzo, de Economía Social. (BOE, núm. 76, de 30 de marzo      de 2011
Ley 6/2011;2011;Ley;Ley 6/2011, de 11 de abril, por la que se modifican la Ley 13/1985, de 25 de mayo, de coeficientes de inversión, recursos propios y obligaciones de información de los intermediarios financieros, la Ley 24/1988, de 28 de julio, del Mercado de Valores y el Real Decreto Legislativo 1298/1986, de 28 de junio, sobre adaptación del derecho vigente en materia de entidades de crédito al de las Comunidades Europeas. (BOE, núm. 87, de 12 de abril      de 2011
Ley 7/2011;2011;Ley;Ley 7/2011, de 11 de abril, por la que se modifican la Ley 41/1999, de 12 de noviembre, sobre sistemas de pagos y de liquidación de valores y el Real Decreto-ley 5/2005, de 11 de marzo, de reformas urgentes para el impulso a la productividad y para la mejora de la contratación pública. (BOE, núm. 87, de 12 de abril      de 2011
Ley 8/2011;2011;Ley;Ley 8/2011, de 28 de abril, por la que se establecen medidas para la protección de las infraestructuras críticas. (BOE, núm. 102, de 29 de abril      de 2011
Ley 9/2011;2011;Ley;Ley 9/2011, de 10 de mayo, de tasas consulares. (BOE, núm. 112, de 11 de mayo       de 2011
Ley 10/2011;2011;Ley ;Ley 10/2011, de 19 de mayo, por la que se modifica la Ley 10/1997, de 24 de abril, sobre derechos de información y consulta de los trabajadores en las empresas y grupos de empresas de dimensión comunitaria. (BOE, núm. 120, de 20 de mayo       de 2011
Ley 11/2011;2011;Ley ;Ley 11/2011, de 20 de mayo, de reforma de la Ley 60/2003, de 23 de diciembre, de Arbitraje y de regulación del arbitraje institucional en la Administración General del Estado. (BOE, núm. 121, de 21 de mayo       de 2011
Ley 12/2011;2011;Ley ;Ley 12/2011, de 27 de mayo, sobre responsabilidad civil por daños nucleares o producidos por materiales radiactivos. (BOE, núm. 127, de 28 de mayo       de 2011
Ley 13/2011;2011;Ley ;Ley 13/2011, de 27 de mayo, de regulación del juego. (BOE, núm. 127, de 28 de mayo       de 2011
Ley 14/2011;2011;Ley ;Ley 14/2011, de 1 de junio, de la Ciencia, la Tecnología y la Innovación. (BOE, núm. 131, de 02 de junio      de 2011
Ley 15/2011;2011;Ley ;Ley 15/2011, de 16 de junio, por la que se modifican determinadas normas financieras para la aplicación del Reglamento (CE) nº 1060/2009 del Parlamento Europeo y del Consejo, de 16 de septiembre de 2009, sobre agencias de calificación crediticia. (BOE, núm. 144, de 17 de junio      de 2011
Ley 16/2011;2011;Ley ;Ley 16/2011, de 24 de junio, de contratos de crédito al consumo. (BOE, núm. 151, de 25 de junio      de 2011
Ley 17/2011;2011;Ley ;Ley 17/2011, de 5 de julio, de seguridad alimentaria y nutrición. (BOE, núm. 160, de 06 de julio      de 2011
Ley 18/2011;2011;Ley ;Ley 18/2011, de 5 de julio, reguladora del uso de las tecnologías de la información y la comunicación en la Administración de Justicia. (BOE, núm. 160, de 06 de julio      de 2011
Ley 19/2011;2011;Ley ;Ley 19/2011, de 5 de julio, por la que pasan a denominarse oficialmente «Araba/Álava», «Gipuzkoa» y «Bizkaia» las demarcaciones provinciales llamadas anteriormente «Álava», «Guipúzcoa» y «Vizcaya». (BOE, núm. 160, de 06 de julio      de 2011
Ley 20/2011;2011;Ley ;Ley 20/2011, de 21 de julio, del Registro Civil. (BOE, núm. 175, de 22 de julio      de 2011
Ley 21/2011;2011;Ley ;Ley 21/2011, de 26 de julio, de dinero electrónico. (BOE, núm. 179, de 27 de julio      de 2011
Ley 22/2011;2011;Ley ;Ley 22/2011, de 28 de julio, de residuos y suelos contaminados. (BOE, núm. 181, de 29 de julio      de 2011
Ley 23/2011;2011;Ley ;Ley 23/2011, de 29 de julio, de depósito legal (BOE, núm. 182, de 30 de julio      de 2011
Ley 24/2011;2011;Ley ;Ley 24/2011, de 1 de agosto, de contratos del sector público en los ámbitos de la defensa y de la seguridad. (BOE, núm. 184, de 02 de agosto     de 2011
Ley 25/2011;2011;Ley ;Ley 25/2011, de 1 de agosto, de reforma parcial de la Ley de Sociedades de Capital y de incorporación de la Directiva 2007/36/CE, del Parlamento Europeo y del Consejo, de 11 de julio, sobre el ejercicio de determinados derechos de los accionistas de sociedades cotizadas. (BOE, núm. 184, de 02 de agosto     de 2011
Ley 26/2011;2011;Ley ;Ley 26/2011, de 1 de agosto, de adaptación normativa a la Convención Internacional sobre los Derechos de las Personas con Discapacidad. (BOE, núm. 184, de 02 de agosto     de 2011
Ley 27/2011;2011;Ley ;Ley 27/2011, de 1 de agosto, sobre actualización, adecuación y modernización del sistema de Seguridad Social. (BOE, núm. 184, de 02 de agosto     de 2011
Ley 28/2011;2011;Ley ;Ley 28/2011, de 22 de septiembre, por la que se procede a la integración del Régimen Especial Agrario de la Seguridad Social en el Régimen General de la Seguridad Social. (BOE, núm. 229, de 23 de septiembre de 2011
Ley 29/2011;2011;Ley ;Ley 29/2011, de 22 de septiembre, de Reconocimiento y Protección Integral a las Víctimas del Terrorismo. (BOE, núm. 229, de 23 de septiembre de 2011
Ley 30/2011;2011;Ley ;Ley 30/2011, de 4 de octubre, sobre la creación del Consejo General de Economistas (unificación de las organizaciones colegiales de economistas y de titulares mercantiles
Ley 31/2011;2011;Ley ;Ley 31/2011, de 4 de octubre, por la que se modifica la Ley 35/2003, de 4 de noviembre, de Instituciones de Inversión Colectiva. (BOE, núm. 240, de 05 de octubre    de 2011
Ley 32/2011;2011;Ley ;Ley 32/2011, de 4 de octubre, por la que se modifica la Ley 24/1988, de 28 de julio, del Mercado de Valores. (BOE, núm. 240, de 05 de octubre    de 2011
Ley 33/2011;2011;Ley ;Ley 33/2011, de 4 de octubre, General de Salud Pública. (BOE, núm. 240, de 05 de octubre    de 2011
Ley 34/2011;2011;Ley ;Ley 34/2011, de 4 de octubre, reguladora del Museo Nacional Centro de Arte Reina Sofía. (BOE, núm. 240, de 05 de octubre    de 2011
